"index","alcohol","category","country","description","designation","price","rating","region","subregion","title","url","varietal","vintage","winery"
"20291","12","Sparkling","France","Pinot Blanc finds a home in the Côte des Bar region of the Aube. In this expression it shows a beautiful character, ripe, tender and very open. Warm white and yellow fruits shine this well-balanced, ready-to-drink wine.","Cuvée des Lys Brut Blanc de Blancs","69","91","Champagne","Champagne","Philippe Fontaine 2014 Cuvée des Lys Brut Blanc de Blancs Pinot Blanc (Champagne)","https://www.winemag.com/buying-guide/philippe-fontaine-2014-cuvee-des-lys-brut-blanc-de-blancs-pinot-blanc-champagne/","Pinot Blanc","2014","Philippe Fontaine"
"20336","12.5","Sparkling","France","This sparkling wine is sweet, fresh and fruity. It's an unusual take on the local grape, Négrette, although it works with its freshness and soft, ripe texture. Drink now.","Colombulle","25","85","France","Vin de France","Château la Colombiére 2014 Colombulle Negrette (Vin de France)","https://www.winemag.com/buying-guide/chateau-colombiere-2014-colombulle-other-red-negrette-vin/","Negrette","2014","Château la Colombiére"
"20350","12","Sparkling","France","This is rich and toasty right from the start, with abundant aromas and flavors of buttered brioche and wood-grilled apple. The medium-weight palate is round and soft, with a strong wooded edge that carries through to the close.","Réserve Brut","17","85","Languedoc-Roussillon","Blanquette de Limoux","Antech 2014 Réserve Brut Sparkling (Blanquette de Limoux)","https://www.winemag.com/buying-guide/antech-2014-reserve-brut-sparkling-blanquette-de-limoux/","Sparkling Blend","2014","Antech"
"20363","12.5","Sparkling","France","There's a warm, toasty character to this sparkling wine that's made from 70% Chardonnay, 20% Chenin Blanc and 10% Pinot Noir, with hints of currant, tart plum and white cranberry. It boasts a full texture and soft mousse, but high, mouthwatering acidity to counter and lift the palate.","Premiére Bulle Brut Rosé","20","87","Languedoc-Roussillon","Crémant de Limoux","Sieur d'Arques 2014 Premiére Bulle Brut Rosé Sparkling (Crémant de Limoux)","https://www.winemag.com/buying-guide/sieur-darques-2014-premiere-bulle-brut-rose-sparkling-cremant-de-limoux/","Sparkling Blend","2014","Sieur d'Arques"
"20741","12.5","Sparkling","France","This attractive young, fruity wine is crisp, tangy and with delicious freshness. Its floral aroma and ripe pear and melon fruitiness give it a fine rich balance. With a delicious bright aftertaste the wine is ready to drink.","Saphir Brut Vintage","19","92","Loire Valley","Saumur","Bouvet-Ladubay 2014 Saphir Brut Vintage  (Saumur)","https://www.winemag.com/buying-guide/bouvet-ladubay-2014-saphir-brut-vintage-saumur/","Chenin Blanc-Chardonnay","2014","Bouvet-Ladubay"
"20774","12.5","Sparkling","France","This is a spicy wine, its fruit merged with toastiness and almond flavors. Fermentation in wood has created a wine that has layers of flavors as well as crisp honeyed fruit and acidity. The wine is ready to drink.","Cuvée Premium","24","88","Loire Valley","Vouvray","Domaine la Croix des Vainqueurs 2014 Cuvée Premium  (Vouvray)","https://www.winemag.com/buying-guide/domaine-la-croix-des-vainqueurs-2014-cuvee-premium-vouvray/","Chenin Blanc","2014","Domaine la Croix des Vainqueurs"
"20775","12.5","Sparkling","France","Although it is dry, this wine with its gentle mousse has a light touch of honey to go with the ripe pear and cantaloupe flavors. It has a crisp edge, lightly toasty, dry and with tight acidity at the end.","Cuvée T Brut","25","87","Loire Valley","Vouvray","Domaine Vincent Carême 2014 Cuvée T Brut  (Vouvray)","https://www.winemag.com/buying-guide/domaine-vincent-careme-2014-cuvee-t-brut-vouvray/","Chenin Blanc","2014","Domaine Vincent Carême"
"20776","12","Sparkling","France","This sparkling wine shows the potential richness that can come from the combination of Chenin Blanc and bubbles. It's a nutty, spicy and ripe wine. At the same time, its acidity and tense structure give a cool crisp feel. This balance and tension are just right and the wine is ready to drink.","Brut","23","90","Loire Valley","Vouvray","Domaine Pichot 2014 Brut  (Vouvray)","https://www.winemag.com/buying-guide/domaine-pichot-2014-brut-vouvray/","Chenin Blanc","2014","Domaine Pichot"
"20777","12","Sparkling","France","This stylish wine is just at the right moment to drink. It comes from selected parcels in the vineyard and offers concentration as well as white and yellow fruits imbued with hazelnut and intense acidity. Drink now.","Cuvée Prédilection Brut","20","92","Loire Valley","Vouvray","Château Moncontour 2014 Cuvée Prédilection Brut  (Vouvray)","https://www.winemag.com/buying-guide/chateau-moncontour-2014-cuvee-predilection-brut-vouvray/","Chenin Blanc","2014","Château Moncontour"
"20795","12.5","Sparkling","France","With three years bottle aging, this wine has begun to develop attractive, mature toasty flavors that add richness to floral, crisp character of the fruit. The wine is both rich and soft, generous and very ready to drink now.","De Chanceny Excellence Brut","22","90","Loire Valley","Vouvray","Cave des Producteurs de Vouvray 2014 De Chanceny Excellence Brut  (Vouvray)","https://www.winemag.com/buying-guide/cave-des-producteurs-de-vouvray-2014-de-chanceny-excellence-brut-vouvray/","Chenin Blanc","2014","Cave des Producteurs de Vouvray"
"20796","12","Sparkling","France","Naturally sparkling rather than needing any addition of yeast or sugar, this fine bone-dry wine has great style, great character. Its honey, apple and slight oxidative flavor are all part of a wine that is impressively ripe and ready to drink.","Ancestrale Brut","40","92","Loire Valley","Vouvray","Domaine Vincent Carême 2014 Ancestrale Brut  (Vouvray)","https://www.winemag.com/buying-guide/domaine-vincent-careme-2014-ancestrale-brut-vouvray/","Chenin Blanc","2014","Domaine Vincent Carême"
"21888","12","Sparkling","France","Rounded, creamy notes of ripe and mellow apple stream from the glass. The palate is equally mellow and creamy, with an inherent bright freshness and a wonderfully creamy midpalate. Notions of freshly baked shortbread pastry join the apple notes and make for a very balanced, textured and rounded palate, vivid with apple freshness. This is lovely now, but sure to evolve in bottle. The finish is dry and creamy. Drink now through 2025.","Struch Brut Nature","42","93","Alsace","Crémant d'Alsace","Domaine Ansen 2015 Struch Brut Nature Auxerrois (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-ansen-2015-struch-brut-nature-auxerrois-cremant-dalsace-300685/","Auxerrois","2015","Domaine Ansen"
"21889","12.5","Sparkling","France","Very subtle notes of ripe Golden Pearmain apples on the nose speak of fruit underlined by creamy autolysis. The palate follows up with very fine mousse and a very dry but creamy and balanced palate. With its bone-dry, zero dosage style, this shows off the purity of the subtle apple fruit and the inherent balance between freshness and yeasty development. Lovely now but certain to develop. Drink now through 2028.","Brut Nature","25","94","Alsace","Crémant d'Alsace","Dirler-Cadé 2015 Brut Nature Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/dirler-cade-2015-brut-nature-sparkling-cremant-dalsace/","Sparkling Blend","2015","Dirler-Cadé"
"21890","12","Sparkling","France","Almost floral-tinged notes of green apple dominate the nose along with hints of lemon. The rather fines mousse heightens the idea of delicacy that surrounds this wine. This is fresh, light, gentle and totally citrus-driven. This lovely, dry summer sparkler is all about gentle fruit expression.","Les Bulles de Noémie","19","89","Alsace","Crémant d'Alsace","Domaine Roland Schmitt 2015 Les Bulles de Noémie Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-roland-schmitt-2015-les-bulles-de-noemie-sparkling-cremant-dalsace-300261/","Sparkling Blend","2015","Domaine Roland Schmitt"
"21891","12.5","Sparkling","France","Reduction still plays on the nose while the palate is fresh and apple-focused. Notes of tart but mellow apple expand on the palate, while fine froth tingles with a touch of bitter citrus pithiness. The finish is dry and refreshing.","Blanc de Noirs Brut","24","88","Alsace","Crémant d'Alsace","Dopff Au Moulin 2015 Blanc de Noirs Brut Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/dopff-au-moulin-2015-blanc-de-noirs-brut-sparkling-cremant-dalsace-300236/","Sparkling Blend","2015","Dopff Au Moulin"
"21892","12.5","Sparkling","France","A touch of pepper accentuates the fresh notion of wet stone and citrus on the nose. The palate is bone dry and has a fresh fizzing mousse that accentuates, stone, pepper and green citrus even more. The slightly austere, bone-dry style will come into its own with other pure restrained flavors-think subtle Japanese dishes. The finish is brisk and superclean.","Brut Nature","19","92","Alsace","Crémant d'Alsace","Domaine Barmés-Buecher 2015 Brut Nature Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-barmes-buecher-2015-brut-nature-sparkling-cremant-dalsace/","Sparkling Blend","2015","Domaine Barmés-Buecher"
"21893","12.5","Sparkling","France","Lovely apple fruit plays on the nose. The palate is very light and dry, but has a slightly bitter edge that suggests that this might be better with food than as an apéritif. The finish is beautifully dry and invitingly tart.","Brut Rosé","30","90","Alsace","Crémant d'Alsace","Boeckel 2015 Brut Rosé Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/boeckel-2015-brut-rose-sparkling-cremant-dalsace/","Sparkling Blend","2015","Boeckel"
"21894","12.5","Sparkling","France","A touch of reduction clings to the nose, masking the fruit. On the palate, however, lemon and crisp green apple freshness prevail, carried by a soft lively mousse. This is dry, light and has a lovely backdrop of yeasty autolytic notes and a very clean finish.","Blanc de Blancs","25","89","Alsace","Crémant d'Alsace","Boeckel 2015 Blanc de Blancs Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/boeckel-2015-blanc-de-blancs-sparkling-cremant-dalsace/","Sparkling Blend","2015","Boeckel"
"21895","12","Sparkling","France","A lovely blend of tart berry and red-apple notes creates an inviting nose. The palate brings these lovely, almost autumnal berry notes even further as they are amplified by the lively frothy mousse. This is totally fruit driven, very appetizing and refreshing with an almost cleansing but lasting finish.","Rosé","25","89","Alsace","Crémant d'Alsace","Domaine Specht 2015 Rosé Sparkling (Crémant d'Alsace)","https://www.winemag.com/buying-guide/domaine-specht-2015-rose-sparkling-cremant-dalsace/","Sparkling Blend","2015","Domaine Specht"
"41141",NULL,"Sparkling","US","One of Korbel's most consistent wines, this brut shows a rich elegance and balance, with doughy flavors of peaches and a hint of smoke, vanilla and cherry.","Brut","11","87","California","California Other","Korbel NV Brut Sparkling (California)","https://www.winemag.com/buying-guide/korbel-nv-brut-sparkling-california/","Sparkling Blend",NULL,"Korbel"
"22768","11.5","Sparkling","France","Almost entirely Cabernet Franc with a little help from Merlot, this is a soft and fruity wine. With its strawberry fruit, light acidity and smooth texture, the wine is easy and ready to drink.","Brut Rosé","19","85","Bordeaux","Crémant de Bordeaux","Calvet 2015 Brut Rosé  (Crémant de Bordeaux)","https://www.winemag.com/buying-guide/calvet-2015-brut-rose-cremant-de-bordeaux/","Sparkling Blend","2015","Calvet"
"24012","12","Sparkling","France","This Crémant shows superb balance, purity and focus from start to finish, with lively effervescence and a brisk character throughout. Notes of green apple skin and lime zest are spiced by a subtle toasty accent, while the finish is crisp and refreshing.","Les Graimenous Tête de Cuvée Méthode Traditionnelle Brut","20","90","Languedoc-Roussillon","Crémant de Limoux","Domaine J. Laurens 2015 Les Graimenous Tête de Cuvée Méthode Traditionnelle Brut Sparkling (Crémant de Limoux)","https://www.winemag.com/buying-guide/domaine-j-laurens-2015-les-graimenous-tete-de-cuvee-methode-traditionnelle-brut-sparkling-cremant-de-limoux/","Sparkling Blend","2015","Domaine J. Laurens"
"24013","12","Sparkling","France","Soft brioche and toasted apple aromas form the nose of this pretty but light and dainty sparkler. The brisk and prickly carbonation is aligned to tart Granny Smith and melon rind flavors.","Cuvée Eugénie Brut","20","86","Languedoc-Roussillon","Crémant de Limoux","Antech 2015 Cuvée Eugénie Brut Sparkling (Crémant de Limoux)","https://www.winemag.com/buying-guide/antech-2015-cuvee-eugenie-brut-sparkling-cremant-de-limoux/","Sparkling Blend","2015","Antech"
"24014","12","Sparkling","France","Faint scents of white strawberry hull and lemon pith softly grace the bouquet of this delicate sparkler. The palate offers a bit more expression and intensity, with notes of peach and yellow melon that are surprisingly ripe and round in feel.","Émotion Rosé","16","85","Languedoc-Roussillon","Crémant de Limoux","Antech 2015 Émotion Rosé Sparkling (Crémant de Limoux)","https://www.winemag.com/buying-guide/antech-2015-emotion-rose-sparkling-cremant-de-limoux/","Sparkling Blend","2015","Antech"
